Authors,Link,Tickers,Time,Title,Strategy
 Research & Investment,/article/4074351-dryships-traded-time-high-42-million-share,DRYS," May 18, 2017, 9:36 AM ",DryShips Traded All Time High Of $42 Million A Share,Short
 Vince Martin,/article/4074358-aarons-stock-will-give-back-gains,AAN," May 18, 2017, 9:29 AM ",Aaron's Stock Will Give Back These Gains,Short
 Brian Sanders,/article/4074261-gap-stabilization-temporary,GPS," May 18, 2017, 2:07 AM ",The Gap: 'Stabilization' Is Only Temporary,Short
 Robert Honeywill,/article/4074189-amazon-com-share-price-limited-imagination,AMZN," May 17, 2017, 4:48 PM ",Amazon.com: A Share Price Limited Only By Imagination,Short
 Crispus Nyaga,/article/4074097-frontier-communications-bankruptcy-looms-2020,FTR," May 17, 2017, 12:17 PM ",Frontier Communications: Bankruptcy Looms In 2020,Short
" May 17, 2017, 7:14 AM ",/article/4074008-whole-foods-nothing-good-come,Editors' Pick , AMZN,Whole Foods - Nothing Good To Come,Short
 Monocle Accounting Research,/article/4074004-u-s-auto-parts-network-massive-kind-distribution-shares-will-likely-weigh-heavily-stock,PRTS," May 17, 2017, 7:09 AM ",U.S. Auto Parts Network: Massive In-Kind Distribution Of Shares Will Likely Weigh Heavily On Stock,Short
 Bill Maurer,/article/4073855-blackberry-shares-now-peaked,BB," May 16, 2017, 4:39 PM ",BlackBerry: Have Shares Now Peaked?,Short
 Damon Verial,/article/4073819-nike-overvalued-40-percent,NKE," May 16, 2017, 3:43 PM ",Nike: Overvalued By 40%,Short
 Kwan-Chen Ma,/article/4073793-valuation-fails-tesla-go,TSLA," May 16, 2017, 2:17 PM ",When Valuation Fails: Where Does Tesla Go From Here?,Short
" May 16, 2017, 12:45 PM ",/article/4073758-gladstone-commercial-corporation-q1-17-earnings-call-whistling-past-graveyard-trust-10-q,Editors' Pick , GOOD,Gladstone Commercial Corporation Q1 '17 Earnings Call: Whistling Past The Graveyard - Trust In The 10-Q Filed With The SEC,Short
 Courage & Conviction Investing,/article/4073742-tjx-companies-bloom-rose,TJX," May 16, 2017, 12:13 PM ",TJX Companies: Is The Bloom Off The Rose?,Short
 Terry Chrisomalis,/article/4073697-ionis-pharmaceuticals-falls-safety-risks-phase-3-clinical-trial,IONS," May 16, 2017, 10:43 AM ",Ionis Pharmaceuticals Falls On Safety Risks With Phase 3 Clinical Trial,Short
 Research & Investment,/article/4073682-dryships-90-percent-downside,DRYS," May 16, 2017, 10:02 AM ",DryShips: 90% Downside,Short
 Leo Nelissen,/article/4073668-cummins-short-play,CMI," May 16, 2017, 9:32 AM ",Cummins: Short Play,Short
 Citron Research,/article/4073646-citron-research-exposes-exact-sciences-proves-beyond-doubt-stock-will-soon-cut-half,EXAS," May 16, 2017, 8:05 AM ",Citron Research Exposes Exact Sciences And Proves Beyond Any Doubt Why This Stock Will Soon Be Cut In Half,Short
 Element Capital Research,/article/4073544-agile-therapeutics-reason-fda-approve-another-inferior-patch,AGRX," May 16, 2017, 1:19 AM ",Agile Therapeutics: No Reason For The FDA To Approve Another Inferior Patch,Short
 D.M. Martins Research,/article/4073465-noble-worth-less,NE," May 15, 2017, 6:35 PM ",Noble Should Be Worth Less,Short
 Michael Boyd,/article/4073446-gilead-dead-money-time-investors-move,GILD," May 15, 2017, 5:23 PM ","Gilead: Dead Money, Time For Investors To Move On",Short
 Raging Bull,/article/4073439-nvidia-set-face-stiff-competition-tighter-margins,NVDA," May 15, 2017, 5:10 PM ","Nvidia Set To Face Stiff Competition, Tighter Margins",Short
 Paulo Santos,/article/4073414-energous-carrot-slips-away,WATT," May 15, 2017, 4:48 PM ",Energous: Carrot Slips Further And Further Away,Short
 Nathan Hayes,/article/4073404-sell-gm-shares,GM," May 15, 2017, 3:49 PM ",Why Can't I Sell My GM Shares?,Short
 Bart van Velzen,/article/4073398-eco-science-solutions-just-little-bit-history-repeating,ESSI," May 15, 2017, 3:41 PM ",Eco Science Solutions: It's All Just A Little Bit Of History Repeating,Short
 Opaque Investors,/article/4073367-hilton-grand-vacations-due-grand-reality-check,HGV," May 15, 2017, 2:54 PM ",Hilton Grand Vacations Due For Grand Reality Check,Short
 The Structure Of Price,/article/4073282-amd-begins-fight-back,AMD," May 15, 2017, 11:23 AM ",AMD Begins Its Fight Back,Short
 Courage & Conviction Investing,/article/4073276-acushnet-despite-10-percent-bounce-short-thesis-remains-intact,GOLF," May 15, 2017, 11:10 AM ","Acushnet: Despite The 10% Bounce, Short Thesis Remains Intact",Short
 Bill Maurer,/article/4073228-tesla-early-look-q2,TSLA," May 15, 2017, 9:31 AM ",Tesla: An Early Look At Q2,Short
 Logical Thought,/article/4073198-teslas-nonsense-claim-solar-roof-saves-money,TSLA," May 15, 2017, 7:39 AM ",Tesla's Nonsense Claim That Its Solar Roof Saves Money,Short
 EnerTuition,/article/4073197-will-tesla-positive-gross-margins-model-3,TSLA," May 15, 2017, 7:37 AM ",Will Tesla Have Positive Gross Margins For The Model 3?,Short
 David Zanoni,/article/4073186-snap-clear-short-sell,SNAP," May 15, 2017, 7:01 AM ",Snap Is A Clear Short Sell,Short
 WYCO Researcher,/article/4073159-vendors-force-sears-bankruptcy,SHLD," May 15, 2017, 4:38 AM ",Vendors Could Force Sears Into Bankruptcy,Short
 Viacheslav Makarenko,/article/4072982-sears-holdings-cover-zero,SHLD," May 13, 2017, 6:36 PM ",Sears Holdings: Cover At Zero,Short
" May 13, 2017, 7:30 AM ",/article/4072361-pro-weekly-digest-focusing-telecom-ideas,Editors' Pick ," CBB, SHEN, SIFY",PRO Weekly Digest: Focusing On Telecom Ideas,Short
" May 12, 2017, 2:38 PM ",/article/4072277-malaysia-airports-holdings-stiff-competition-chinese-tourists-priced,Editors' Pick ," MYPRY, MYPRF",Malaysia Airports Holdings: Stiff Competition For Chinese Tourists Not Priced In,Short
 Dan Strack,/article/4072713-wayfair-path-profitability,W," May 12, 2017, 2:22 PM ",Wayfair Has No Path To Profitability,Short
 Hudson River Capital Research,/article/4072667-snap-innovate-die,SNAP," May 12, 2017, 1:17 PM ",Snap: Innovate Or Die,Short
" May 12, 2017, 12:46 PM ",/article/4072226-new-medias-decline-accelerating-slowing,Editors' Pick , NEWM,"New Media's Decline Is Accelerating, Not Slowing",Short
 Michael Blair,/article/4072612-time-microsoft-upsetting-apple-cart,AAPL," May 12, 2017, 10:47 AM ","Over Time, Microsoft Is Upsetting The Apple Cart",Short
 EnerTuition,/article/4072569-enphase-energy-dismal-quarter-indicates-steep-fall-ahead,ENPH," May 12, 2017, 8:01 AM ",Enphase Energy: Dismal Quarter Indicates A Steep Fall Ahead,Short
 Boris Marjanovic,/article/4072358-tesla-mania-time-aint-different,TSLA," May 11, 2017, 4:58 PM ",Tesla Mania: This Time Ain't Different,Short
 Parker Logan,/article/4072335-shortify-shopify-part-2,SHOP," May 11, 2017, 4:26 PM ",Shortify Shopify - Part 2,Short
 Kenra Investors,/article/4072299-adidas-declining-shorting,"ADDDF, ADDYY"," May 11, 2017, 3:56 PM ",Adidas: Why It's Declining And Why I Am Shorting,Short
 Bill Maurer,/article/4072194-dryships-best-short-continues,DRYS," May 11, 2017, 11:44 AM ",DryShips: The Best Short Continues,Short
 Parker Logan,/article/4071818-shortify-shopify-part-1,SHOP," May 10, 2017, 3:04 PM ",Shortify Shopify - Part 1,Short
 Tim Dunn,/article/4071652-spirit-airlines-labor-issues-threaten-financial-momentum,SAVE," May 10, 2017, 11:17 AM ",Spirit Airlines' Labor Issues Threaten Financial Momentum,Short
 Bill Maurer,/article/4071637-tesla-10-q-energy-business-collapses,TSLA," May 10, 2017, 10:01 AM ",Tesla 10-Q: Energy Business Collapses,Short
 Labutes IR,/article/4071553-bank-america-better-value-elsewhere,BAC," May 10, 2017, 6:38 AM ",Bank Of America: There Is Better Value Elsewhere,Short
 Alberto Zaragoza Comendador,/article/4071305-tesla-giving-solarcity,TSLA," May 9, 2017, 6:38 PM ",Tesla Giving Up On SolarCity?,Short
" May 9, 2017, 6:15 PM ",/article/4071347-will-and-t-time-warner-merger-create-expensive-equity-u-s-trading-history,Editors' Pick , T,Will The AT&T/Time Warner Merger Create The Most Expensive Equity In U.S. Trading History?,Short
 Montana Skeptic,/article/4071272-short-tesla-takes-charger-choking-evercore-confidence-goldman-sachs-modesty-conference-call,TSLA," May 9, 2017, 3:55 PM ","Short Tesla Takes: Charger Choking, Evercore Confidence, Goldman Sachs Modesty, Conference Call Howlers",Short
" May 9, 2017, 1:00 PM ",/article/4071136-vuzix-heavy-stock-promotion-ongoing-sec-inquiry-stagnant-ip-overhyped-ces-awards-ugly,Editors' Pick , VUZI,"Vuzix: Heavy Stock Promotion, Ongoing SEC Inquiry, Stagnant IP, Overhyped CES Awards And Ugly Financials",Short
" May 9, 2017, 9:30 AM ",/article/4070956-pulse-biosciences-inc-high-voltage-hype-set-short-circuit,Editors' Pick , PLSE,"Pulse Biosciences, Inc.: High-Voltage Hype Set To Short-Circuit",Short
 Paperon de' Paperoni,/article/4070963-kona-grill-dying,KONA," May 9, 2017, 5:59 AM ",Kona Grill Is Dying,Short
 EnerTuition,/article/4070832-tesla-musks-claims-model-3-ramp-credible,TSLA," May 8, 2017, 6:15 PM ",Tesla: Are Musk's Claims About The Model 3 Ramp Credible?,Short
 Short Only,/article/4070648-advanced-micro-devices-overvalued,AMD," May 8, 2017, 11:54 AM ",Advanced Micro Devices Is Overvalued,Short
 The Structure Of Price,/article/4070645-amd-go-lower,AMD," May 8, 2017, 11:49 AM ",AMD To Go Lower,Short
 The Structure Of Price,/article/4070635-nvidia-will-fall,NVDA," May 8, 2017, 11:35 AM ",Nvidia Will Fall,Short
" May 8, 2017, 11:35 AM ",/article/4070621-altisource-portfolio-solutions-final-chapter-contracts-ocwen-financial-protect-altisource,Editors' Pick , ASPS,"Altisource Portfolio Solutions: The Final Chapter, Contracts With Ocwen Financial Don't Protect Altisource",Short
 Societe Financiers,/article/4070517-keep-selling-red-robin-gourmet-burgers,RRGB," May 8, 2017, 7:16 AM ",Keep Selling Red Robin Gourmet Burgers,Short
 The Structure Of Price,/article/4070457-micron-goes-new-high-fall,MU," May 8, 2017, 1:28 AM ",Micron Goes For A New High Before The Fall,Short
 Short Only,/article/4070413-nvidia-short-earnings,NVDA," May 7, 2017, 9:52 PM ",Nvidia: Short Before Earnings?,Short
 Anton Wahlman,/article/4069778-jaguar-outgrew-tesla-100-percent-u-s-market,TSLA," May 5, 2017, 3:34 PM ",Jaguar Outgrew Tesla By Over 100% In The U.S. Market,Short
 Shock Exchange,/article/4069734-avoid-mallinckrodt-earnings,MNK," May 5, 2017, 1:51 PM ",Avoid Mallinckrodt Into Earnings,Short
 EnerTuition,/article/4069671-tesla-fairy-tale-become-horror-story,TSLA," May 5, 2017, 11:40 AM ",Tesla Fairy Tale Is About To Become A Horror Story,Short
 J Mintzmyer,/article/4069641-nordic-american-tankers-trouble,NAT," May 5, 2017, 10:16 AM ",Is Nordic American Tankers In Trouble?,Short
 Barna Financial,/article/4069639-csx-alert-sell-harrison-premium-can,CSX," May 5, 2017, 10:13 AM ",CSX Alert - Sell The Harrison Premium While You Can,Short
 DoctoRx,/article/4069625-amazon-fake-beat-goes,AMZN," May 5, 2017, 9:30 AM ",Amazon: The Fake Beat Goes On,Short
" May 4, 2017, 4:08 PM ",/article/4068676-hertz-global-holdings-hazard-lights-flashing,Editors' Pick , HTZ,Hertz Global Holdings: Hazard Lights Flashing,Short
 Brad Kenagy,/article/4069153-just-like-death-taxes-tesla-losses-will-continue,TSLA," May 4, 2017, 1:17 PM ","Just Like Death And Taxes, Tesla Losses Will Continue",Short
 Anton Wahlman,/article/4069065-elon-musk-begs-feds-please-end-teslas-tax-subsidy,TSLA," May 4, 2017, 11:50 AM ",Elon Musk Begs The Feds: Please End Tesla's Tax Subsidy,Short
 Alex Cho,/article/4069057-tesla-delivers-bad-outlook-bears-will-make-money,TSLA," May 4, 2017, 10:39 AM ",Tesla Delivers Bad Outlook: Bears Will Make Money,Short
 Vince Martin,/article/4069018-hsn-inc-still-looks-like-short,QRTEA," May 4, 2017, 9:34 AM ","HSN, Inc. Still Looks Like A Short",Short
 Philip Davis,/article/4069002-teslas-earnings-miss-emperor-musk-clothes,TSLA," May 4, 2017, 9:20 AM ",Tesla's Earnings Miss - Emperor Musk Has No Clothes!,Short
" May 4, 2017, 8:00 AM ",/article/4068956-altisource-portfolio-solutions-disaster-scenario-unfolding-forewarned-long-holders-denial,Editors' Pick , ASPS,"Altisource Portfolio Solutions: The Disaster Scenario Unfolding As Forewarned, Long Holders In Denial",Short
 Research & Investment,/article/4068561-bankrupt-ocean-rig-40-percent,ORIG," May 3, 2017, 1:50 PM ",Bankrupt Ocean Rig Up 40%,Short
" May 3, 2017, 1:44 PM ",/article/4068532-blucora-tax-train-wreck,Editors' Pick , BCOR,Blucora: A Tax Train Wreck,Short
 Alex Cho,/article/4068449-apples-earnings-results-dismal-moving-sidelines,AAPL," May 3, 2017, 10:59 AM ",Apple's Earnings Results Were Dismal: We're Moving To The Sidelines,Short
 Henrik Alex,/article/4068426-tough-times-ahead-etsy-get-short-stock-now,ETSY," May 3, 2017, 10:02 AM ",Tough Times Ahead For Etsy - Get Short The Stock Now,Short
 Orange Peel Investments,/article/4068386-usana-china-uncertainty-means-avoided,USNA," May 3, 2017, 9:19 AM ",Usana: China Uncertainty Means It Should Be Avoided,Short
 Value Digger,/article/4067781-steer-clear-indebted-company,WLB," May 3, 2017, 7:40 AM ",Steer Clear Of This Indebted Company,Short
 Bill Maurer,/article/4068087-dryships-another-reverse-stock-split,DRYS," May 2, 2017, 6:12 PM ",DryShips: Another Reverse Stock Split,Short
 Montana Skeptic,/article/4067895-ahead-tesla-q1-earnings-brave-stay-short,TSLA," May 2, 2017, 1:50 PM ","Ahead Of Tesla Q1 Earnings, Only The Brave Should Stay Short",Short
" May 2, 2017, 1:01 PM ",/article/4067510-cautious-jd-com,Editors' Pick , JD,Be Cautious About JD.com,Short
" May 2, 2017, 12:39 PM ",/article/4067850-buyers-remorse-lawsuits-reveal-significant-risk-pcms-largest-acquisition,Editors' Pick , PCMI,Buyer's Remorse: Lawsuits Reveal Significant Risk With PCM's Largest Acquisition,Short
 Ian Bezek,/article/4067872-lessons-costliest-bank-failure-since-financial-crisis,FNBC," May 2, 2017, 12:34 PM ",Lessons From The Costliest Bank Failure Since The Financial Crisis,Short
 Orange Peel Investments,/article/4067824-celadon-group-audit-withdrawal-avoid-costs,CGI," May 2, 2017, 11:43 AM ","Celadon Group: After Audit Withdrawal, Avoid At All Costs",Short
" May 2, 2017, 10:27 AM ",/article/4067791-herbalife-fooled-wall-street-preferred-member-numbers,Editors' Pick , HLF,How Herbalife Fooled Wall Street With Its Preferred Member Numbers,Short
" May 2, 2017, 10:15 AM ",/article/4067398-gladstone-commercial-corp-picking-dividends-front-refinancing-steamroller-fog-inadequate,Editors' Pick , GOOD,Gladstone Commercial Corp.: Picking Up Dividends In Front Of A Refinancing Steamroller In The Fog Of Inadequate Disclosure,Short
 Don Steiger,/article/4067767-axim-biotechnologies-great-stock-sell-short,AXIM," May 2, 2017, 9:15 AM ",Axim Biotechnologies: A Great Stock To Sell Short,Short
" May 2, 2017, 9:05 AM ",/article/4067761-short-genie-energy-impending-regulatory-catalysts,Editors' Pick , GNE,Short Genie Energy: Impending Regulatory Catalysts,Short
 Victor Dergunov,/article/4067701-xiv-bulletproof-will-crater-time-right,XIV," May 2, 2017, 6:43 AM ",Is XIV Bulletproof Or Will It Crater When The Time Is Right?,Short
 Bachar Samawi,/article/4067579-apple-stock-sell-signal,AAPL," May 1, 2017, 4:38 PM ",Apple Stock Sell Signal?,Short
 Looking For Diogenes,/article/4067549-mannkind-mann-trust-executors-selling-massive-numbers-common-shares,MNKD," May 1, 2017, 2:54 PM ",MannKind: Mann Trust Executors Are Selling Massive Numbers Of Common Shares,Short
" Kevin Wenck, CFA",/article/4067529-tesla-chronicles-connect-dots,TSLA," May 1, 2017, 2:12 PM ",Tesla Chronicles: Connect The Dots...,Short
 Herman Tai,/article/4067376-new-york-community-bank-decreasing-shareholder-value-day-day-management-getting-rich,NYCB," May 1, 2017, 9:30 AM ",New York Community Bank: Decreasing Shareholder Value Day After Day While The Management Is Getting Rich,Short
 The Structure Of Price,/article/4067286-analog-devices-looking-drop,ADI," Apr. 30, 2017, 11:50 PM ",Analog Devices: Looking At The Drop,Short
 Bachar Samawi,/article/4066957-amazon-basically-dumping,AMZN," Apr. 28, 2017, 6:35 PM ",Is Amazon Basically 'Dumping?',Short
 Lagniappe Investments,/article/4066880-dineequity-eating-short-neighborhood,DIN," Apr. 28, 2017, 4:16 PM ",DineEquity: Eating Short In The Neighborhood,Short
 Bull & Bear Trading,/article/4066734-social-media-shakeout-phase-q1-results-indicate-twitter-already-victim,TWTR," Apr. 28, 2017, 12:13 PM ",Social Media In The Shakeout Phase: Q1 Results Indicate Twitter Already A Victim,Short
 David Butler,/article/4066721-gilead-sciences-low-expectations,GILD," Apr. 28, 2017, 11:50 AM ",Gilead Sciences: Low Expectations,Short
 Research & Investment,/article/4066626-dryships-misleading-financial-information,DRYS," Apr. 28, 2017, 9:01 AM ",DryShips: Misleading Financial Information,Short
 Pantho Investments,/article/4066621-downside-possible-kona-grill,KONA," Apr. 28, 2017, 8:48 AM ",Further Downside Possible For Kona Grill,Short
 Paperon de' Paperoni,/article/4066615-starbucks-sell,SBUX," Apr. 28, 2017, 8:18 AM ",Starbucks: Sell,Short
" Apr. 27, 2017, 3:52 PM ",/article/4066314-review-c-h-robinson-worldwides-q1-17-release-update-previous-concerns,Editors' Pick , CHRW,"Review Of C.H. Robinson Worldwide's Q1 '17 Release, And Update On Previous Concerns",Short
 Bull & Bear Trading,/article/4066255-twitter-song-remains-stairway-heaven,TWTR," Apr. 27, 2017, 2:57 PM ",Twitter: The Song Remains The Same (And Not Stairway To Heaven),Short
" Apr. 27, 2017, 11:58 AM ",/article/4066096-brinker-international-extremely-poor-q3-somehow-catches-bid,Editors' Pick , EAT,Brinker International: An Extremely Poor Q3 Somehow Catches A Bid,Short
" Apr. 27, 2017, 11:48 AM ",/article/4063399-student-transportation-unsustainable-dividend-valuation-37x-ebit,Editors' Pick , STB,Student Transportation - Unsustainable Dividend And Valuation At 37x EBIT,Short
 The Structure Of Price,/article/4065886-cisco-2-disturbing-revelations,CSCO," Apr. 27, 2017, 12:50 AM ",Cisco: 2 Disturbing Revelations,Short
 Societe Financiers,/article/4065863-interpublic-group-companies-overvalued,IPG," Apr. 26, 2017, 11:48 PM ",Interpublic Group Of Companies Is Overvalued,Short
 Crispus Nyaga,/article/4065799-dji-sets-bar-high-gopro,GPRO," Apr. 26, 2017, 8:34 PM ",DJI Sets The Bar High For GoPro,Short
 Paul Franke,/article/4065775-fox-trouble-will-scandals-scare-away-advertisers-good,"FOXA, FOX"," Apr. 26, 2017, 7:05 PM ",Fox In Trouble: Will Scandals Scare Away Advertisers For Good?,Short
 EnerTuition,/article/4065739-tesla-set-roll-updated-autopilot-aeb-functionality,TSLA," Apr. 26, 2017, 5:23 PM ",Tesla Set To Roll Out Updated Autopilot With AEB Functionality,Short
 Conrad Schickedanz,/article/4065502-samsung-galaxy-s8-first-major-test-shaws-freedom-mobile,SJR," Apr. 26, 2017, 12:46 PM ",Samsung Galaxy S8: First Major Test For Shaw's Freedom Mobile,Short
