Time,Link,Title,Authors,Tickers,Strategy
" May 8, 2017, 4:12 PM ",/article/4070766-hudbay-minerals-seeing-forest-trees,Hudbay Minerals - Seeing The Forest Through The Trees, Northern Resources Report,HBM,Long
" May 8, 2017, 4:04 PM ",/article/4070775-pieris-pharmaceuticals-market-lunch,Pieris Pharmaceuticals: The Market Is Out To Lunch, Decision Analytics,PIRS,Long
" May 8, 2017, 4:04 PM ",/article/4070774-facebook-continues-impress-brief-look-q1,Facebook Continues To Impress: A Brief Look At Q1, Steven Mallas,FB,Long
" May 8, 2017, 4:02 PM ",/article/4070758-penn-west-strong-bet-long-term-gains,Penn West: Strong Bet For Long-Term Gains, Michael Blair,OBE,Long
" May 8, 2017, 4:00 PM ",/article/4070756-incyte-120-buy-range-emerging-biotech,Incyte Below $120: A 'Buy' Range For This Emerging Biotech?, DoctoRx,INCY,Long
 MRNS,/article/4069716-marinus-pharmaceuticals-discarded-cns-gem-ready-shine-2017,Marinus Pharmaceuticals: A Discarded CNS Gem Ready To Shine In 2017," May 8, 2017, 4:00 PM ",Editors' Pick ,Long
 DFBRY,/article/4069829-fibra-inn-undervalued-benefiting-turnaround-mexico-sentiment,Fibra Inn - Undervalued And Benefiting From A Turnaround In Mexico Sentiment," May 8, 2017, 4:00 PM ",Editors' Pick ,Long
 LGGNY,/article/4070298-legal-and-general-cheap-valuation-unwarranted,Legal & General: Cheap Valuation Is Unwarranted," May 8, 2017, 4:00 PM ",Editors' Pick ,Long
" May 8, 2017, 3:39 PM ",/article/4070741-dollar-general-recession-proof-business-fair-price,Dollar General: Recession-Proof Business At A Fair Price, Kenra Investors,DG,Long
" May 8, 2017, 3:35 PM ",/article/4070739-difference-day-can-make-pioneer-one-day-3-percent-next-day-3-percent,What A Difference A Day Can Make For Pioneer - One Day Down 3% The Next Day Up 3%, Oil Industry Trends & Insights,PXD,Long
" May 8, 2017, 3:35 PM ",/article/4070738-3d-systems-breakout-coming,3D Systems: A Breakout Coming?, Michael Sica-Lieber,DDD,Long
" May 8, 2017, 2:51 PM ",/article/4070735-enerplus-demonstrates-potential-strong-q1,Enerplus Demonstrates Its Potential With A Strong Q1, Michael Blair,ERF,Long
" May 8, 2017, 2:48 PM ",/article/4070716-terraform-global-long-run,TerraForm Global For The Long Run, Andrew Cote,GLBL,Long
 JNJ,/article/4070718-johnson-and-johnson-fairly-priced-stock-vulnerable-healthcare-products-managed-happy,Johnson & Johnson: Own This Fairly Priced Stock Of Vulnerable Healthcare Products Managed By Happy Employees," May 8, 2017, 2:47 PM ",Editors' Pick ,Long
" May 8, 2017, 2:36 PM ",/article/4070725-immunomedics-pushes-forth-sacituzumab-govitecan,Immunomedics Pushes Forth On Sacituzumab Govitecan, Strong Bio,IMMU,Long
" May 8, 2017, 2:34 PM ",/article/4070698-american-superconductor-drop-indias-wind-tariff-auction-gift,American Superconductor: Why The Drop From India's Wind Tariff Auction Is A Gift, Eric Egana,AMSC,Long
" May 8, 2017, 2:31 PM ",/article/4070701-denbury-resources-returns-profitability-cash-flow-dries,Denbury Resources Returns To Profitability As Cash Flow Dries Up, Long Player,DNR,Long
" May 8, 2017, 2:02 PM ",/article/4070680-oracle-clear-future-ahead,Oracle: A Clear Future Ahead?, William Sabin,ORCL,Long
" May 8, 2017, 1:59 PM ",/article/4070699-applied-optoelectronics-optical-network-woes-optical-network-woes,Applied Optoelectronics: Optical Network Woes? What Optical Network Woes?, Shareholders Unite,AAOI,Long
" May 8, 2017, 1:25 PM ",/article/4070673-lotus-bakeries-capitalizing-healthy-snack-market,Lotus Bakeries - Capitalizing On The Healthy Snack Market, Roderick van Zuylen,"LOTBY, LTSSF",Long
" May 8, 2017, 1:03 PM ",/article/4070662-update-south32,Update On South32, Burt Rothberg,SOUHY,Long
" May 8, 2017, 1:02 PM ",/article/4070675-apples-enterprise-penetration-unspoken-pillar-growth,Apple's Enterprise Penetration: The Unspoken Pillar Of Growth, The Tech Optimist,AAPL,Long
" May 8, 2017, 12:48 PM ",/article/4070669-facebook-lead-way-augmented-reality,Facebook To Lead The Way In Augmented Reality, Michael A. Ball,FB,Long
" May 8, 2017, 12:47 PM ",/article/4070659-blackstone-group-remains-high-yield-hold,Blackstone Group Remains A High Yield Hold, IntelligenceOverrated,BX,Long
" May 8, 2017, 12:43 PM ",/article/4070666-radius-healths-tymlos-compares-competition,Radius Health's Tymlos: How It Compares To The Competition, Life Sciences Millennial,RDUS,Long
" May 8, 2017, 12:20 PM ",/article/4070660-california-resources-corporations-q1-review,California Resources Corporation's Q1: A Review, Open Square Capital,CRC,Long
" May 8, 2017, 12:08 PM ",/article/4070656-time-buy-twilio,Time To Buy Twilio (Again), IPO Candy,TWLO,Long
" May 8, 2017, 12:08 PM ",/article/4070639-e-trade-financial-finally-heading-right-direction,E-Trade Financial - Finally Heading In The Right Direction," Michael Coppola, CFA",ETFC,Long
" May 8, 2017, 12:04 PM ",/article/4070654-rudolph-technologies-will-emerge-leading-micro-cap-semiconductor-packaging-equipment-supplier,Rudolph Technologies Will Emerge As Leading Micro-Cap Semiconductor Packaging Equipment Supplier, Robert Castellano,RTEC,Long
" May 8, 2017, 12:01 PM ",/article/4070652-philip-morris-international-king-international-tobacco,Philip Morris International: The King Of International Tobacco, Buffett's Apprentice,PM,Long
" May 8, 2017, 12:00 PM ",/article/4070632-vale-preferred-selling-remaining-shares-may-want-consider-selling,Vale Preferred: Why I Am Selling My Remaining Shares And Why You May Want To Consider Selling Yours, The Owl,VALE,Long
" May 8, 2017, 11:39 AM ",/article/4070613-bank-america-just-getting-started,Bank Of America Is Just Getting Started, Nicholas P. Cheer,BAC,Long
" May 8, 2017, 11:27 AM ",/article/4070630-apple-poised-make-another-run-higher,Apple: Poised To Make Another Run Higher?," Brian Gilmartin, CFA",AAPL,Long
" May 8, 2017, 11:20 AM ",/article/4070608-kkr-gentleman-gates,KKR: Gentleman At The Gates, Activist Stocks,KKR,Long
" May 8, 2017, 11:19 AM ",/article/4070619-starbucks-will-continue-outperform,Starbucks Will Continue To Outperform, Harshal Patel,SBUX,Long
" May 8, 2017, 11:19 AM ",/article/4070618-hartstreet-llc-bakken-operator-permian-upside-might-nice-trade-driving-season,Hartstreet LLC: Bakken Operator With Permian Upside Might Be A Nice Trade Into Driving Season, Michael Filloon,AXAS,Long
" May 8, 2017, 11:17 AM ",/article/4070617-armour-losing-dumbest-competitor,Under Armour Is Losing To Their 'Dumbest Competitor', No Guilt,UAA,Long
" May 8, 2017, 10:59 AM ",/article/4070611-petrochina-valuation-analysis-stock-buy-sell,PetroChina Valuation Analysis - Is The Stock A Buy Or Sell?, HF Analyst,PTR,Long
" May 8, 2017, 10:40 AM ",/article/4070596-fairfax-india-first-quarter-results-review,Fairfax India First Quarter Results Review, John Polomny,FFXDF,Long
" May 8, 2017, 10:29 AM ",/article/4070594-intrepid-potash-cash-flow-positive-water-company-free-option-potash-assets,Intrepid Potash: Cash Flow Positive Water Company With A Free Option On Potash And Other Assets, Jason Wong,IPI,Long
" May 8, 2017, 10:29 AM ",/article/4070593-microsoft-will-dominate-hybrid-cloud-market,Microsoft Will Dominate The Hybrid Cloud Market, Prasanna Rajagopal,MSFT,Long
" May 8, 2017, 10:29 AM ",/article/4070592-pfizers-q1-shows-reasons-buy-icon,Pfizer's Q1 Shows Reasons Not To Buy This Icon, DoctoRx,PFE,Long
" May 8, 2017, 10:01 AM ",/article/4070577-archer-daniels-midland-recent-drop-share-price-presents-good-opportunity-buy,Archer Daniels Midland: Recent Drop In Share Price Presents A Good Opportunity To Buy, Exorior,ADM,Long
" May 8, 2017, 9:40 AM ",/article/4070584-apple-status-quo-remains,Apple: The Status Quo Remains, Bill Maurer,AAPL,Long
" May 8, 2017, 9:36 AM ",/article/4070581-wirecard-surviving-thriving,Wirecard: Surviving And Thriving, Stone Fox Capital,"WRCDF, WCAGY",Long
" May 8, 2017, 9:30 AM ",/article/4070568-amd-stock-plunged-happened,AMD Stock Plunged: What Happened?, Chris Lau,AMD,Long
" May 8, 2017, 8:54 AM ",/article/4070564-shopify-growing-like-crazy,Shopify: Growing Like Crazy, Stock Hitter,SHOP,Long
" May 8, 2017, 8:13 AM ",/article/4070527-square-whether-square-round-even-triangle-still,Square - Whether It's Square Or Round Or Even A Triangle... It's Still Up, Bert Hochfeld,SQ,Long
" May 8, 2017, 8:12 AM ",/article/4070526-deep-value-cal-maine-foods,Deep Value With Cal-Maine Foods, Harshal Patel,CALM,Long
" May 8, 2017, 7:56 AM ",/article/4070524-shake-shack-hold-stock-tight,Shake Shack: Hold The Stock Tight, Societe Financiers,SHAK,Long
" May 8, 2017, 7:52 AM ",/article/4070523-pandora-may-outperform-today-buy-even,"Pandora May Outperform Today, But It's A Buy Even If It Doesn't", Max Greve,P,Long
" May 8, 2017, 7:49 AM ",/article/4070522-goldman-sachs-exit-now,Goldman Sachs: Exit Now, Leo Nelissen,GS,Long
" May 8, 2017, 7:16 AM ",/article/4070518-bnp-paribas-cautious-stock,BNP Paribas: Why Are We Cautious On The Stock?, Renaissance Research,"BNPQY, BNPQF, BNPZY",Long
" May 8, 2017, 7:04 AM ",/article/4070513-dryships-presents-unique-buying-opportunity-new-investors,DryShips Presents A Unique Buying Opportunity For New Investors, Think Long Term,DRYS,Long
" May 8, 2017, 6:50 AM ",/article/4070502-natural-gas-roars-see-rex-energy,"Natural Gas Roars, See Rex Energy", Marc Radow,REXX,Long
" May 8, 2017, 6:31 AM ",/article/4070505-penn-west-will-surprise-market-2017,Penn West Will Surprise The Market In 2017, Long Player,OBE,Long
" May 8, 2017, 6:30 AM ",/article/4070498-chesapeake-energy-strong-buy,Chesapeake Energy Is A Strong Buy, Achilles Research,CHK,Long
" May 8, 2017, 6:30 AM ",/article/4070380-transocean-doom-gloom,Transocean: Doom And Gloom, Brandon Dempster,RIG,Long
" May 8, 2017, 6:30 AM ",/article/4070469-recent-events-help-hurt-bull-case-national-beverage,How Recent Events Help - And Hurt - The Bull Case For National Beverage, Vince Martin,FIZZ,Long
" May 8, 2017, 6:15 AM ",/article/4070467-alimco-financial-interesting-net-net-situation,Alimco Financial - An Interesting Net-Net Situation, Five Minute Stocks,ALMC,Long
" May 8, 2017, 6:09 AM ",/article/4070495-ford-perhaps-time,Ford: Perhaps It's Time, GrassisGreenCap,F,Long
" May 8, 2017, 6:00 AM ",/article/4070483-johnson-controls-energy-efficient-building-trend-drive-shares-higher,Johnson Controls: Energy Efficient Building Trend To Drive Shares Higher?, Willow Street Investments,JCI,Long
" May 8, 2017, 5:58 AM ",/article/4070497-hershey-americas-sweetheart,Hershey: America's Sweetheart?, Buffett's Apprentice,HSY,Long
" May 8, 2017, 2:53 AM ",/article/4070474-hyster-yale-positioned-leverage-growth-lift-trucks-market,Hyster-Yale Positioned To Leverage Growth In Lift Trucks Market, Shark Traders,HY,Long
" May 8, 2017, 2:03 AM ",/article/4070461-disney-may-just-solidified-one-weaker-links,How Disney May Have Just Solidified One Of Its Weaker Links, The Entertainment Oracle,DIS,Long
" May 8, 2017, 1:31 AM ",/article/4070458-coffee-holding-company-stock-make-peter-lynch-proud,Coffee Holding Company - A Stock That Would Make Peter Lynch Proud, Mark Krieger,JVA,Long
" May 8, 2017, 1:28 AM ",/article/4070456-mercadolibre-topping-position-project-1m,MercadoLibre: Topping Up My Position For Project $1M, Integrator,MELI,Long
" May 8, 2017, 1:06 AM ",/article/4070446-surprise-apple-iphone-shipments-actually-last-quarter,Surprise - Apple iPhone Shipments Were Actually Up Last Quarter, J. M. Manness,AAPL,Long
 AAPL,/article/4070432-apples-q2-results-show-growth-promise-asia,Apple's Q2 Results Show Growth And Promise In Asia," May 8, 2017, 12:57 AM ",Editors' Pick ,Long
" May 8, 2017, 12:35 AM ",/article/4070435-facebook-latest-addition-project-1m,Facebook: The Latest Addition To Project $1M, Integrator,FB,Long
" May 7, 2017, 11:22 PM ",/article/4070425-nintendos-death-spiral-least-now,Nintendo's Death Spiral Is Over - At Least For Now, Lutz Muller,NTDOY,Long
 MYGN,/article/4070415-myriad-genetics-makes-strong-case-prolaris-test,Myriad Genetics Makes A Strong Case For Its Prolaris Test," May 7, 2017, 10:03 PM ",Editors' Pick ,Long
" May 7, 2017, 7:21 PM ",/article/4070391-sanchez-energy-innovation-driving-per-well-revenue-growth-cost-reductions,Sanchez Energy: Innovation Driving Per Well Revenue Growth And Cost Reductions, Forge River Research,SN,Long
" May 7, 2017, 4:39 PM ",/article/4070371-amarin-buy-run-ups,Amarin: Buy The Run-Ups - Both Of Them, Jonathan Faison,AMRN,Long
" May 7, 2017, 4:32 PM ",/article/4070377-vale-lesson-risk-volatility,Vale - A Lesson In Risk And Volatility, Wall Street for Main Street,VALE,Long
" May 7, 2017, 4:30 PM ",/article/4070365-acquisition-model-goldmining-inc,The Acquisition Model Of GoldMining Inc., Claude-Vincent Perez,GLDLF,Long
" May 7, 2017, 4:21 PM ",/article/4070364-cognizant-overblown-immigration-worries,Cognizant: Overblown Immigration Worries, Activist Stocks,CTSH,Long
" May 7, 2017, 3:42 PM ",/article/4070360-general-mills-de-risked-bet,General Mills: A De-Risked Bet, D.M. Martins Research,GIS,Long
 MMM,/article/4070344-3m-company-pursuing-outperformance-operational-excellence-fair-value,3M Company: Pursuing Outperformance With Operational Excellence And Fair Value," May 7, 2017, 1:58 PM ",Editors' Pick ,Long
" May 7, 2017, 11:53 AM ",/article/4070312-biodelivery-sciences-belbuca-transition-appears-worked,BioDelivery Sciences: Belbuca Transition Appears To Have Worked, RoadToFreedom,BDSI,Long
" May 7, 2017, 7:39 AM ",/article/4070289-amazon-latin-american-twist,Amazon With A Latin American Twist, Bill Gunderson,MELI,Long
" May 7, 2017, 6:25 AM ",/article/4070282-salesforce-com-road-sticky,Salesforce.com: On The Road To 'Sticky', Douglas Adams,CRM,Long
" May 7, 2017, 2:08 AM ",/article/4070228-investors-need-understand-huge-alibaba-really,Investors Need To Understand How Huge Alibaba Really Is, WappCap,BABA,Long
" May 6, 2017, 9:13 PM ",/article/4070147-transocean-lesson-financing,Transocean: A Lesson In 'Financing', Daniel Jones,RIG,Long
" May 6, 2017, 6:47 PM ",/article/4070127-uniti-least-2-good-deal-opportunities-2017,Uniti Has At Least 2 Good Deal Opportunities In 2017, Hazel Capital,UNIT,Long
" May 6, 2017, 12:53 PM ",/article/4070090-former-sprint-bear-now-sees-glimmer-hope,A Former Sprint Bear Now Sees A Glimmer Of Hope, James Brumley,S,Long
" May 6, 2017, 12:50 PM ",/article/4070089-hca-holdings-buy-consistent-growth,HCA Holdings: Buy For Consistent Growth, ChartMasterPro,HCA,Long
" May 6, 2017, 11:26 AM ",/article/4070067-disney-guardians-importance-goes-beyond-film-division,Disney: Guardians Importance Goes Beyond Film Division, Market View,DIS,Long
 PTMKF,/article/4069656-pt-ultrajaya-milk-market-leader-indonesias-milk-industry-riding-secular-tailwinds,PT Ultrajaya Milk: Market Leader In Indonesia's Milk Industry Riding On Secular Tailwinds," May 6, 2017, 10:35 AM ",Editors' Pick ,Long
" May 6, 2017, 9:30 AM ",/article/4069665-silver-standard-resources-entering-bargain-territory,Silver Standard Resources: Entering Bargain Territory?, The Investment Doctor,SSRI,Long
" RTRX, RXDX, AKAO",/article/4069332-pro-weekly-digest-focusing-opportunities-biotech-sector,PRO Weekly Digest: Focusing On Opportunities In The Biotech Sector," May 6, 2017, 7:30 AM ",Editors' Pick ,Long
" May 6, 2017, 7:30 AM ",/article/4070022-positives-boeing,The Positives For Boeing, Dhierin Bechai,BA,Long
 QCOM,/article/4132824-sa-interview-investing-family-office-perspective-cdm-capital,SA Interview: Investing From A Family Office Perspective With CDM Capital," May 6, 2017, 7:30 AM ",Editors' Pick ,Long
" May 6, 2017, 7:04 AM ",/article/4070019-vascular-biogenics-initiating-coverage-first-price-target-13,Vascular Biogenics: Initiating Coverage With First Price Target Of $13, Bob Sharma,VBLT,Long
" May 6, 2017, 3:24 AM ",/article/4069995-happened-mobile-telesystems,What Happened With Mobile TeleSystems?," Dmitry Smirnov, CFA",MBT,Long
" May 6, 2017, 3:12 AM ",/article/4069998-pengrowth-offers-robust-long-terms-gains-patient-investors,Pengrowth Offers Robust Long Terms Gains For Patient Investors, Michael Blair,PGHEF,Long
" May 6, 2017, 2:40 AM ",/article/4069993-lendingclub-unleashing-platform-growth,LendingClub: Unleashing Platform Growth, Stone Fox Capital,LC,Long
" May 6, 2017, 1:18 AM ",/article/4069985-alphabet-winning-innovation,Alphabet: Winning Through Innovation, Mark Hibben,"GOOG, GOOGL",Long
" May 5, 2017, 6:34 PM ",/article/4069886-nve-corporations-latest-material-long-term-potential,NVE Corporation's Latest 'Material' Long-Term Potential, Jenks Jumps,NVEC,Long
" May 5, 2017, 6:27 PM ",/article/4069876-curis-inc-52-weeks-later-risk-grows-investment-thesis-remains-promising,"Curis, Inc. 52 Weeks Later: The Risk Grows, But The Investment Thesis Remains Promising", Zach Hartman,CRIS,Long
" May 5, 2017, 6:24 PM ",/article/4069869-merus-buy-lucrative-incyte-partnership-2017-catalysts,Merus: A Buy On Lucrative Incyte Partnership And 2017 Catalysts, Jonathan Faison,MRUS,Long
" OSTK, W",/article/4069860-overstock-ceo-clarifies-wayfair-short-thesis-investors,Overstock CEO Clarifies Wayfair Short Thesis For Investors," May 5, 2017, 5:07 PM ",Editors' Pick ,Long
" May 5, 2017, 3:58 PM ",/article/4069806-orix-heats-ormat-technologies,ORIX Heats Up Ormat Technologies, Keith Williams,"ORA, IX",Long
 IPGP,/article/4069262-ipg-photonics-already-seeing-strong-recovery,IPG Photonics Already Seeing A Strong Recovery," May 5, 2017, 3:45 PM ",Editors' Pick ,Long
" May 5, 2017, 3:44 PM ",/article/4069818-dupixent-regeneron-sovaldi-gilead,Could Dupixent Be To Regeneron What Sovaldi Was To Gilead?, DoctoRx,REGN,Long
" May 5, 2017, 3:12 PM ",/article/4069787-whiting-petroleum-improved-differentials-costs-partially-offset-lower-oil-prices,Whiting Petroleum: Improved Differentials And Costs Partially Offset Lower Oil Prices, Elephant Analytics,WLL,Long
" May 5, 2017, 3:01 PM ",/article/4069755-cenovus-energy-stock-buy-sell,Cenovus Energy - Is Stock A Buy Or Sell?, HF Analyst,CVE,Long
" May 5, 2017, 2:38 PM ",/article/4069741-chesapeake-energy-might-pain-gains,Chesapeake Energy: There Might Be More Pain Before Any Gains, Orthodox Investor,CHK,Long
" May 5, 2017, 2:37 PM ",/article/4069761-first-solar-apparently-plans-double-production-capacity-5_75-gw-per-year,First Solar Apparently Plans To Double Production Capacity To 5.75 GW Per Year, Driscoll Consulting LLC,FSLR,Long
" May 5, 2017, 1:28 PM ",/article/4069728-garmin-strong-buy,Garmin: Strong Buy, ChartMasterPro,GRMN,Long
" May 5, 2017, 1:18 PM ",/article/4069726-buffett-says-buffett-terms-ibm,Should You Do As Buffett Says Or Do As Buffett Does In Terms Of IBM?, Stan Stafford,IBM,Long
