Authors,Date,Link,Tickers,Title,Strategy
 Josh Arnold," Jul. 21, 2015, 10:02 AM ",/article/3341655-keycorp-still-looks-like-its-headed-to-17,KEY,KeyCorp Still Looks Like It's Headed To $17,Long
 The Investment Doctor," Jul. 21, 2015, 9:57 AM ",/article/3338255-dissecting-national-beverages-2015-financials-and-it-looks-good,FIZZ,Dissecting National Beverage's 2015 Financials - And It Looks Good,Long
 Dallas Salazar," Jul. 21, 2015, 9:49 AM ",/article/3341585-magnum-hunter-trading-down-into-risk-pricing-peer-group-unique-upside-available,MHRCQ,"Magnum Hunter - Trading Down Into Risk Pricing Peer Group, Unique Upside Available",Long
 Christopher De Sousa," Jul. 21, 2015, 9:40 AM ",/article/3338195-why-lake-shore-golds-bid-for-temex-resources-makes-sense,"LSG, TMXRF",Why Lake Shore Gold's Bid For Temex Resources Makes Sense,Long
 Anthony DiBenedetto," Jul. 21, 2015, 9:40 AM ",/article/3338185-willamette-valley-vineyards-an-undervalued-company-found-under-the-grapes,WVVI,Willamette Valley Vineyards: An Undervalued Company Found Under The Grapes,Long
 Alpha Gen Capital," Jul. 21, 2015, 9:38 AM ",/article/3338155-net-1-uepss-sassa-contract-loss-will-re-rate-the-shares-further,UEPS,Net 1 UEPS's SASSA Contract Loss Will Re-Rate The Shares Further,Long
 The Investment Doctor," Jul. 21, 2015, 9:37 AM ",/article/3338145-is-sierra-metals-a-silver-miner-or-a-copper-miner,SMTS,Is Sierra Metals A Silver Miner Or A Copper Miner?,Long
 Regarded Solutions," Jul. 21, 2015, 9:28 AM ",/article/3338075-bank-of-america-stop-being-a-hater-and-become-a-believer,BAC,Bank Of America: Stop Being A Hater And Become A Believer,Long
 Kanak Kanti De," Jul. 21, 2015, 9:00 AM ",/article/3337965-oncolytics-killing-cancer-with-a-virus,ONCYF,Oncolytics: Killing Cancer With A Virus,Long
" Jul. 21, 2015, 9:00 AM ", ONCYF,/article/3338025-two-interviews-with-dr-brad-thompson-ceo-of-oncolytics,Editors' Pick ,"Two Interviews With Dr. Brad Thompson, CEO Of Oncolytics",Long
 Don Dion," Jul. 21, 2015, 8:49 AM ",/article/3337885-general-electric-buy-following-strong-earnings,GE,"General Electric, Buy Following Strong Earnings",Long
 Alexander Valtsev," Jul. 21, 2015, 8:42 AM ",/article/3337855-a-scenario-analysis-shows-electronic-arts-has-room-to-grow-and-not-much-room-to-fall,EA,A Scenario Analysis Shows Electronic Arts Has Room To Grow And Not Much Room To Fall,Long
 Steve Guenette," Jul. 21, 2015, 8:40 AM ",/article/3337825-net-1-ueps-technologies-immense-upside-potential-at-a-severely-depressed-valuation,UEPS,Net 1 UEPS Technologies: Immense Upside Potential At A Severely Depressed Valuation,Long
 IPAnalyst," Jul. 21, 2015, 8:35 AM ",/article/3341445-blue-calypso-an-under-followed-ip-play-with-approaching-catalysts-for-large-upside-potential,BCYP,Blue Calypso: An Under-Followed IP Play With Approaching Catalysts For Large Upside Potential,Long
 Guillermo Rodriguez," Jul. 21, 2015, 8:25 AM ",/article/3337715-petrobras-is-grossly-undervalued,PBR,Petrobras Is Grossly Undervalued,Long
 Michael Liu," Jul. 21, 2015, 8:06 AM ",/article/3337645-morphosys-dozens-of-partnerships-and-self-funded-growth,MPSYF,Morphosys: Dozens Of Partnerships And Self-Funded Growth,Long
 IAS Research," Jul. 21, 2015, 7:54 AM ",/article/3337585-is-whole-foods-market-moving-in-the-right-direction,AMZN,Is Whole Foods Market Moving In The Right Direction?,Long
 Individual Trader," Jul. 21, 2015, 7:40 AM ",/article/3341315-gold-wont-go-much-lower,"GLD, GDX",Gold Wont Go Much Lower,Long
 Ayush Singh," Jul. 21, 2015, 6:37 AM ",/article/3337345-is-jetblue-a-buy-going-into-earnings,JBLU,Is JetBlue A Buy Going Into Earnings?,Long
 Dushyant Arora," Jul. 21, 2015, 6:20 AM ",/article/3341125-dominos-pizza-rising-international-store-count-will-sustain-growth-momentum,DPZ,Domino's Pizza - Rising International Store Count Will Sustain Growth Momentum,Long
 Alpha Gen Capital," Jul. 21, 2015, 6:15 AM ",/article/3337145-quanta-services-is-unfairly-trading-lower,PWR,Quanta Services Is Unfairly Trading Lower,Long
 Individual Trader," Jul. 21, 2015, 6:11 AM ",/article/3337285-fifth-third-bancorp-looks-cheap-here,FITB,Fifth Third Bancorp Looks Cheap Here,Long
 Harsh Singh Chauhan," Jul. 21, 2015, 5:48 AM ",/article/3337245-southern-copper-why-this-is-the-best-of-breed-player-in-the-copper-industry,SCCO,Southern Copper: Why This Is The Best-Of-Breed Player In The Copper Industry,Long
" Brian Marckx, CFA"," Jul. 21, 2015, 5:34 AM ",/article/3340985-great-basins-novel-low-cost-mdx-platform-quickly-taking-a-share-of-the-infectious-disease-testing-market,GBSN,"Great Basin's Novel, Low-Cost MDx Platform Quickly Taking A Share Of The Infectious Disease Testing Market",Long
" Stephen Simpson, CFA"," Jul. 21, 2015, 4:00 AM ",/article/3340855-honeywell-checking-almost-all-of-the-right-boxes,HON,Honeywell Checking Almost All Of The Right Boxes,Long
 No Guilt," Jul. 21, 2015, 3:40 AM ",/article/3340825-under-armour-q2-2015-earnings-a-story-of-shoe-sales-and-international-growth,UAA,Under Armour Q2 2015 Earnings - A Story Of Shoe Sales And International Growth,Long
 Joseph Harry," Jul. 21, 2015, 3:24 AM ",/article/3340805-philip-morris-international-and-the-curious-case-of-negative-shareholders-equity,PM,Philip Morris International And The Curious Case Of Negative Shareholder's Equity,Long
 Pistachio Investments," Jul. 21, 2015, 3:20 AM ",/article/3340795-honeywell-take-shelter-from-the-incoming-market-storm,HON,Honeywell: Take Shelter From The Incoming Market Storm,Long
" Jul. 21, 2015, 2:51 AM ", MIXT,/article/3340725-mix-telematics-an-african-alpha-generating-candidate,Editors' Pick ,MiX Telematics: An African Alpha Generating Candidate,Long
 Dallas Salazar," Jul. 21, 2015, 1:41 AM ",/article/3340625-first-republic-an-excellent-q2-power-shares-higher,FRC,First Republic: An Excellent Q2 Power Shares Higher,Long
 Kurt Avard," Jul. 21, 2015, 1:10 AM ",/article/3340605-at-and-t-to-overtake-verizon-or-simply-a-bad-connection,T,AT&T To Overtake Verizon? Or Simply A Bad Connection?,Long
 Julian Spiker," Jul. 20, 2015, 11:24 PM ",/article/3336865-international-flavors-and-fragrances-should-you-cherry-pick-this-stock,IFF,International Flavors & Fragrances: Should You Cherry Pick This Stock?,Long
 The Investment Doctor," Jul. 20, 2015, 11:17 PM ",/article/3336855-regis-resources-is-extremely-optimistic-about-fy-2016,RGRNF,Regis Resources Is Extremely Optimistic About FY 2016,Long
 The Investment Doctor," Jul. 20, 2015, 11:03 PM ",/article/3336825-i-just-continue-to-be-amazed-by-northern-stars-performance,NESRF,I Just Continue To Be Amazed By Northern Star's Performance,Long
 WestEnd511," Jul. 20, 2015, 9:21 PM ",/article/3336795-amazon-price-ecosystem-expanding-aws-accelerating,AMZN,"Amazon: Price Ecosystem Expanding, AWS Accelerating",Long
 Alex Cho," Jul. 20, 2015, 8:23 PM ",/article/3340345-google-a-winner-why-the-good-outweighs-the-bad,"GOOG, GOOGL",Google A Winner: Why The Good Outweighs The Bad,Long
 Alex Cho," Jul. 20, 2015, 8:11 PM ",/article/3340325-intel-is-dead-money-in-2015,INTC,Intel Is Dead Money In 2015,Long
 Price Point," Jul. 20, 2015, 7:49 PM ",/article/3340285-citigroup-is-underappreciated,C,Citigroup Is Underappreciated,Long
 Sujan Lahiri," Jul. 20, 2015, 7:20 PM ",/article/3340265-sell-off-in-luna-innovations-provides-compelling-entry-point,LUNA,Sell-Off In Luna Innovations Provides Compelling Entry Point,Long
 John McKenna," Jul. 20, 2015, 7:16 PM ",/article/3340245-npd-batman-signal-shines-bright-for-sony-wb-in-june,SNE,"NPD: Batman Signal Shines Bright For Sony, WB In June",Long
 Pranav Singh," Jul. 20, 2015, 6:35 PM ",/article/3340195-kohlberg-kravis-roberts-is-ready-to-shine-even-in-a-rising-rate-environment,KKR,"Kohlberg Kravis Roberts Is Ready To Shine, Even In A Rising Rate Environment",Long
 Quinn Foley," Jul. 20, 2015, 5:45 PM ",/article/3336755-pgt-inc-is-undervalued-by-25-percent,PGTI,"PGT, Inc. Is Undervalued By 25%",Long
 Brian Nichols," Jul. 20, 2015, 5:19 PM ",/article/3340065-does-t-mobiles-mobile-without-borders-initiative-matter-to-at-and-t,T,Does T-Mobile's 'Mobile Without Borders' Initiative Matter To AT&T?,Long
 Dallas Salazar," Jul. 20, 2015, 4:41 PM ",/article/3339955-exco-oversold-but-the-selling-might-not-be-over,XCO,"EXCO - Oversold, But The Selling Might Not Be Over",Long
 Caiman Valores," Jul. 20, 2015, 4:33 PM ",/article/3339915-brookfield-renewable-energy-partners-to-benefit-from-clean-energy-trends-sharply-undervalued-by-the-market,BEP,"Brookfield Renewable Energy Partners To Benefit From Clean Energy Trends, Sharply Undervalued By The Market",Long
 HartStreet LLC," Jul. 20, 2015, 4:22 PM ",/article/3339905-breaking-down-the-integrated-oil-companies-chevron,CVX,Breaking Down The Integrated Oil Companies - Chevron,Long
 Alpha Gen Capital," Jul. 20, 2015, 4:15 PM ",/article/3336625-can-vector-group-continue-its-recent-run-and-continue-paying-a-dividend,VGR,Can Vector Group Continue Its Recent Run And Continue Paying A Dividend?,Long
 Dallas Salazar," Jul. 20, 2015, 4:03 PM ",/article/3339865-rex-energy-trading-at-a-huge-discount-to-its-current-peer-group,REXX,Rex Energy Trading At A Huge Discount To Its Current Peer Group,Long
 ValueArtifex," Jul. 20, 2015, 4:00 PM ",/article/3336615-the-rli-corporation-a-high-quality-business-flying-under-the-radar-and-offered-at-a-fair-price,RLI,The RLI Corporation: A High Quality Business Flying Under The Radar And Offered At A Fair Price,Long
 Dallas Salazar," Jul. 20, 2015, 3:59 PM ",/article/3339845-torchlight-energy-a-newco-turnaround-story-thats-been-derisked,TRCH,Torchlight Energy - A NewCo Turnaround Story That's Been Derisked,Long
 Achilles Research," Jul. 20, 2015, 3:39 PM ",/article/3339795-chesapeake-energy-more-downside-risk-in-the-short-run,CHK,Chesapeake Energy - More Downside Risk In The Short Run,Long
 Deep Value Hunter," Jul. 20, 2015, 3:33 PM ",/article/3339765-insiders-are-investing-in-enernoc-is-it-worth-your-money,ENOC,Insiders Are Investing In Enernoc - Is It Worth Your Money?,Long
 Fun Trading," Jul. 20, 2015, 3:10 PM ",/article/3339695-vaalco-energy-releases-encouraging-results-for-its-first-southeast-etame-2-h-well,EGY,Vaalco Energy Releases Encouraging Results For Its First Southeast Etame 2-H Well,Long
 Valuentum," Jul. 20, 2015, 2:45 PM ",/article/3339575-t-mobile-transitioning-into-2015,TMUS,T-Mobile Transitioning Into 2015,Long
 The Value Pendulum," Jul. 20, 2015, 2:28 PM ",/article/3339535-world-wrestling-entertainment-at-a-tipping-point,WWE,World Wrestling Entertainment: At A Tipping Point,Long
 Khurram Rao," Jul. 20, 2015, 1:35 PM ",/article/3339385-why-catamaran-acquisition-is-cheap-and-what-does-that-mean-for-unitedhealth-group-stock,UNH,Why Catamaran Acquisition Is Cheap And What Does That Mean For UnitedHealth Group Stock?,Long
 Bohdan Kucheriavyi," Jul. 20, 2015, 1:32 PM ",/article/3339375-glu-mobile-in-freemium-we-trust,GLUU,Glu Mobile: In Freemium We Trust,Long
 Quad 7 Capital," Jul. 20, 2015, 1:26 PM ",/article/3339345-halliburton-i-was-surprised-too,HAL,"Halliburton: I Was Surprised, Too",Long
 Analytic Mind," Jul. 20, 2015, 1:24 PM ",/article/3339335-plug-power-for-second-half-signs-of-a-massive-turnaround,PLUG,Plug Power For Second Half: Signs Of A Massive Turnaround,Long
" Jul. 20, 2015, 1:21 PM "," PYPL, EBAY",/article/3339325-the-a-b-cs-of-paypals-next-act,Editors' Pick ,"The A, B, Cs Of PayPal's Next Act",Long
 L&F Capital Management," Jul. 20, 2015, 1:12 PM ",/article/3339275-at-and-t-choice-investment-in-a-crowded-and-competitive-telcom-landscape,T,AT&T: Choice Investment In A Crowded And Competitive Telcom Landscape,Long
 Matt Margolis," Jul. 20, 2015, 1:06 PM ",/article/3339225-silicon-motion-technology-worth-considering-for-the-long-haul,SIMO,Silicon Motion Technology Worth Considering For The Long Haul,Long
 Fun Trading," Jul. 20, 2015, 12:45 PM ",/article/3339125-rowan-companies-complete-fleet-status-as-of-july-19-with-commentary,RDC,Rowan Companies: Complete Fleet Status As Of July 19 With Commentary,Long
 Tom Armistead," Jul. 20, 2015, 12:32 PM ",/article/3339065-theres-nothing-wrong-with-intels-inventory-accounting,INTC,There's Nothing Wrong With Intel's Inventory Accounting,Long
 WG Investment Research," Jul. 20, 2015, 12:30 PM ",/article/3339055-synchrony-financial-approaching-its-52-week-high-but-the-stock-is-still-a-long-term-buy,SYF,"Synchrony Financial: Approaching Its 52 Week High, But The Stock Is Still A Long-Term Buy",Long
 Roadmap2Retire," Jul. 20, 2015, 12:16 PM ",/article/3339005-is-it-time-to-buy-csx-corporation,CSX,Is It Time To Buy CSX Corporation?,Long
 Alex Pitti," Jul. 20, 2015, 12:08 PM ",/article/3338955-i-was-right-about-youtube-my-reaction-to-googles-quarter,"GOOG, GOOGL",I Was Right About YouTube: My Reaction To Google's Quarter,Long
 Orange Peel Investments," Jul. 20, 2015, 11:43 AM ",/article/3338865-fords-fminus-150-do-new-incentives-signal-bad-news-for-shareholders,F,Ford's F-150: Do New Incentives Signal Bad News For Shareholders?,Long
 Elderberry Investments," Jul. 20, 2015, 11:37 AM ",/article/3338845-consider-cal-maine-foods-after-earnings,CALM,Consider Cal-Maine Foods After Earnings,Long
" Jul. 20, 2015, 11:35 AM ", AAPL,/article/3338725-apple-mac-sales-analysis,Editors' Pick ,Apple Mac Sales: Analysis,Long
 Mayer Winkler," Jul. 20, 2015, 11:22 AM ",/article/3338745-after-falling-back-since-celgene-deal-juno-could-climb-back-up-soon,JUNO,"After Falling Back Since Celgene Deal, Juno Could Climb Back Up Soon",Long
 Travis Brown," Jul. 20, 2015, 11:16 AM ",/article/3336705-boeing-vs-the-barnstormers-of-space,BA,Boeing Vs. The Barnstormers Of Space,Long
 Quad 7 Capital," Jul. 20, 2015, 11:10 AM ",/article/3338655-hasbro-it-isnt-all-fun-and-games,HAS,Hasbro: It Isn't All Fun And Games,Long
 Keith Williams," Jul. 20, 2015, 11:10 AM ",/article/3338645-is-the-biocryst-pharmaceuticals-bcrx-recent-surge-irrational-exuberance,BCRX,Is The BioCryst Pharmaceuticals (BCRX) Recent Surge Irrational Exuberance?,Long
 L&F Capital Management," Jul. 20, 2015, 10:57 AM ",/article/3338555-skechers-capturing-right-audience-set-for-further-growth,SKX,"Skechers: Capturing Right Audience, Set For Further Growth",Long
 Brandon Da Silva," Jul. 20, 2015, 10:51 AM ",/article/3338525-pointer-taking-advantage-of-internet-of-things-movement-in-transportation,PNTR,Pointer Taking Advantage Of Internet Of Things Movement In Transportation,Long
 Dallas Salazar," Jul. 20, 2015, 10:45 AM ",/article/3338495-facebook-total-platform-evolution-will-continue-to-drive-shares-higher,FB,Facebook: Total Platform Evolution Will Continue To Drive Shares Higher,Long
 David Trainer," Jul. 20, 2015, 10:36 AM ",/article/3338455-ralph-lauren-a-lifestyle-brand-worth-buying-in-to,RL,Ralph Lauren: A Lifestyle Brand Worth Buying In To,Long
 Achilles Research," Jul. 20, 2015, 10:26 AM ",/article/3338395-linn-energy-buy-when-theres-blood-in-the-streets,LNGG,Linn Energy - Buy When There's Blood In The Streets,Long
 Mark Hibben," Jul. 20, 2015, 10:14 AM ",/article/3338335-could-apple-be-an-angel-customer-for-amd,"AMD, AAPL",Could Apple Be An Angel Customer For AMD?,Long
 The Investment Doctor," Jul. 20, 2015, 10:02 AM ",/article/3336665-rio-tinto-still-is-a-mining-powerhouse-but-the-low-commodity-prices-will-hurt-its-bottom-line,RIO,"Rio Tinto Still Is A Mining Powerhouse, But The Low Commodity Prices Will Hurt Its Bottom Line",Long
 Josh Arnold," Jul. 20, 2015, 9:59 AM ",/article/3338265-citi-is-going-higher,C,Citi Is Going Higher,Long
 Market DJ," Jul. 20, 2015, 9:49 AM ",/article/3338215-is-it-time-to-buy-some-love,LUV,Is It Time To Buy Some Love?,Long
 Jeff Williams," Jul. 20, 2015, 9:31 AM ",/article/3338095-home-depot-todays-froth-equals-tomorrows-value,HD,Home Depot: Today's Froth Equals Tomorrow's Value,Long
 Ben Kramer-Miller," Jul. 20, 2015, 9:16 AM ",/article/3338035-investment-idea-buy-silver-wheaton-part-2-salobo,WPM,"Investment Idea: Buy Silver Wheaton Part 2, Salobo",Long
 Gary Bourgeault," Jul. 20, 2015, 9:07 AM ",/article/3337995-what-type-of-economy-will-disney-face-in-china-as-it-goes-all-in,DIS,What Type Of Economy Will Disney Face In China As It Goes All In?,Long
 True North Investor," Jul. 20, 2015, 8:43 AM ",/article/3337865-command-center-asymmetric-risk-reward-with-a-near-term-catalyst,CCNI,Command Center: Asymmetric Risk/Reward With A Near-Term Catalyst,Long
 Deep Insight," Jul. 20, 2015, 8:20 AM ",/article/3337685-questions-surrounding-sillermans-ability-to-finance-his-buy-out-spook-sfx-entertainment-investors,SFXE,Questions Surrounding Sillerman's Ability To Finance His Buy-Out Spook SFX Entertainment Investors,Long
 John M. Mason," Jul. 20, 2015, 8:13 AM ",/article/3337675-general-electric-is-restructuring-for-the-new-economic-era-and-is-doing-well,GE,General Electric Is Restructuring For The New Economic Era And Is Doing Well,Long
 Arie Goren," Jul. 20, 2015, 8:02 AM ",/article/3337615-is-celgene-stock-worth-considering-right-now,CELG,Is Celgene Stock Worth Considering Right Now?,Long
 FinanceAlpha," Jul. 20, 2015, 7:16 AM ",/article/3337475-crown-holdings-the-manufacturing-partner-of-your-favorite-consumer-brand,CCK,Crown Holdings: The Manufacturing Partner Of Your Favorite Consumer Brand,Long
 Equity Watch," Jul. 20, 2015, 6:15 AM ",/article/3337305-lululemon-set-to-experience-best-in-class-growth-going-forward,LULU,Lululemon Set To Experience Best-In-Class Growth Going Forward,Long
 WestEnd511," Jul. 20, 2015, 5:19 AM ",/article/3336445-starbucks-a-digital-coffee-house,SBUX,Starbucks: A Digital Coffee House,Long
 Michael Boyd," Jul. 20, 2015, 2:50 AM ",/article/3337105-teledyne-short-term-outlook-is-cloudy,TDY,Teledyne: Short-Term Outlook Is Cloudy,Long
 Adem Tumerkan," Jul. 20, 2015, 2:34 AM ",/article/3337075-gold-resource-corporation-a-minority-report-part-ii-quantitative-analysis-investing,GORO,Gold Resource Corporation: A Minority Report Part II - Quantitative Analysis Investing,Long
 Insider Monkey," Jul. 20, 2015, 2:24 AM ",/article/3337065-century-bancorp-is-an-attractive-investment,CNBKA,Century Bancorp Is An Attractive Investment,Long
 WestEnd511," Jul. 20, 2015, 1:44 AM ",/article/3336015-chipotle-be-greedy-when-others-are-fearful,CMG,Chipotle: Be Greedy When Others Are Fearful,Long
 L&F Capital Management," Jul. 20, 2015, 1:39 AM ",/article/3336965-hasbro-undervalued-heading-into-earnings,HAS,Hasbro Undervalued Heading Into Earnings,Long
 Daniel Radakovich," Jul. 20, 2015, 1:37 AM ",/article/3335975-suncor-energy-revisited,SU,Suncor Energy Revisited,Long
 Simple Investment Ideas," Jul. 20, 2015, 12:47 AM ",/article/3336905-sunpower-is-building-out-a-comprehensive-energy-ecosystem,SPWR,SunPower Is Building Out A Comprehensive Energy Ecosystem,Long
